caption,filepath
"Across a fine silt seafloor, two Cystechinus giganteus exhibit a pale coloration, blending with the surrounding substrate.",src/data/Fathomnet-by-Phylum-2/train/images/3309ac00-6d03-4781-bd48-e9195341e17e_png.rf.97be2b25644351167160981efceefdb6.jpg
"Across a fine silt seafloor, two Cystechinus giganteus exhibit a pale coloration, blending with the surrounding substrate.",src/data/Fathomnet-by-Phylum-2/train/images/3309ac00-6d03-4781-bd48-e9195341e17e_png.rf.aaa21def1f4b715aa767ccf566653408.jpg
"Across a fine silt seafloor, two Cystechinus giganteus exhibit a pale coloration, blending with the surrounding substrate.",src/data/Fathomnet-by-Phylum-2/train/images/3309ac00-6d03-4781-bd48-e9195341e17e_png.rf.4be29adccde20ab28af0fadc86b0808a.jpg
"A white Pannychia rests on a rocky seafloor, surrounded by fine silt and scattered particles.",src/data/Fathomnet-by-Phylum-2/train/images/358f1390-960c-4aa4-8340-e2b27ab674e6_png.rf.13dd0e9924a7fcc63db8e3246a3fec59.jpg
"A white Pannychia rests on a rocky seafloor, surrounded by fine silt and scattered particles.",src/data/Fathomnet-by-Phylum-2/train/images/358f1390-960c-4aa4-8340-e2b27ab674e6_png.rf.31f72ea1d1bb1324db73d79b6757bffd.jpg
"A white Pannychia rests on a rocky seafloor, surrounded by fine silt and scattered particles.",src/data/Fathomnet-by-Phylum-2/train/images/358f1390-960c-4aa4-8340-e2b27ab674e6_png.rf.92d444ad30801c463478d35f6648f436.jpg
"Across a rocky seafloor, a single Euplectellidae exhibits a translucent, umbrella-shaped body, surrounded by scattered stones and sediment.",src/data/Fathomnet-by-Phylum-2/train/images/36370f40-aca6-4e54-bf2f-d9e9392f47e6_png.rf.d5412268d0c640bfa53539b324886b79.jpg
"Across a rocky seafloor, a single Euplectellidae exhibits a translucent, umbrella-shaped body, surrounded by scattered stones and sediment.",src/data/Fathomnet-by-Phylum-2/train/images/36370f40-aca6-4e54-bf2f-d9e9392f47e6_png.rf.ca8a74bf6525711b5f907d56816148f2.jpg
"Across a rocky seafloor, a single Euplectellidae exhibits a translucent, umbrella-shaped body, surrounded by scattered stones and sediment.",src/data/Fathomnet-by-Phylum-2/train/images/36370f40-aca6-4e54-bf2f-d9e9392f47e6_png.rf.2039629375161347b2579b795e7e37fb.jpg
"Textured, brown Opisthoteuthis cf. californiana rests on a sandy seafloor, surrounded by scattered rocks and silt.",src/data/Fathomnet-by-Phylum-2/train/images/36a7932e-12f8-46c4-95fe-8263ec1c2132_png.rf.5759c97f1deed8ab6dd8872f8b2b0de2.jpg
"Textured, brown Opisthoteuthis cf. californiana rests on a sandy seafloor, surrounded by scattered rocks and silt.",src/data/Fathomnet-by-Phylum-2/train/images/36a7932e-12f8-46c4-95fe-8263ec1c2132_png.rf.813d64adff30a003414ce2c7a4bf569c.jpg
"Textured, brown Opisthoteuthis cf. californiana rests on a sandy seafloor, surrounded by scattered rocks and silt.",src/data/Fathomnet-by-Phylum-2/train/images/36a7932e-12f8-46c4-95fe-8263ec1c2132_png.rf.4cffcb0c1e1ae9fae2ebb785a1a74a80.jpg
"Textured dark rock substrate hosts a Peniagone, partially obscured, amidst fine sediment and scattered silt in the deep-sea environment.",src/data/Fathomnet-by-Phylum-2/train/images/3934e0e2-6949-481e-bcd3-1169c67d287a_png.rf.9126995eebacdaa0e95a2a13fcbc777e.jpg
"Textured dark rock substrate hosts a Peniagone, partially obscured, amidst fine sediment and scattered silt in the deep-sea environment.",src/data/Fathomnet-by-Phylum-2/train/images/3934e0e2-6949-481e-bcd3-1169c67d287a_png.rf.1a76a6ccfe104ab3819ede807533acc8.jpg
"Textured dark rock substrate hosts a Peniagone, partially obscured, amidst fine sediment and scattered silt in the deep-sea environment.",src/data/Fathomnet-by-Phylum-2/train/images/3934e0e2-6949-481e-bcd3-1169c67d287a_png.rf.2bc1537968d838e47c53c98f2dbd5992.jpg
"Peniagone sp. exhibits a translucent, gelatinous body against a backdrop of dark, textured rock and silt.",src/data/Fathomnet-by-Phylum-2/train/images/394e1ee0-6b58-4f75-8842-edddf627a6d9_png.rf.a147275d16a8fa67ed3f83a998274fbb.jpg
"Peniagone sp. exhibits a translucent, gelatinous body against a backdrop of dark, textured rock and silt.",src/data/Fathomnet-by-Phylum-2/train/images/394e1ee0-6b58-4f75-8842-edddf627a6d9_png.rf.07018d620bbf8dbd55fed39f662fa591.jpg
"Peniagone sp. exhibits a translucent, gelatinous body against a backdrop of dark, textured rock and silt.",src/data/Fathomnet-by-Phylum-2/train/images/394e1ee0-6b58-4f75-8842-edddf627a6d9_png.rf.d6b81bc7401e8bff61582a25cbfed302.jpg
"Textured pink starfish rests on a sandy seafloor, surrounded by smooth, dark rocks and patches of silt.",src/data/Fathomnet-by-Phylum-2/train/images/39929331-e295-49a6-8b34-3b5dec7ee5f9_png.rf.059964627339f9c49d61115a7d855687.jpg
"Textured pink starfish rests on a sandy seafloor, surrounded by smooth, dark rocks and patches of silt.",src/data/Fathomnet-by-Phylum-2/train/images/39929331-e295-49a6-8b34-3b5dec7ee5f9_png.rf.f43b411b2b06ac8f1b90000e025539ec.jpg
"Textured pink starfish rests on a sandy seafloor, surrounded by smooth, dark rocks and patches of silt.",src/data/Fathomnet-by-Phylum-2/train/images/39929331-e295-49a6-8b34-3b5dec7ee5f9_png.rf.c61253250a72e1b5b35c89600fa526d0.jpg
"Coryphaenoides acrolepis glides over a rocky substrate, displaying a slender body with a pale coloration and a hint of pink along its fins.",src/data/Fathomnet-by-Phylum-2/train/images/3b4fe0b2-0959-4b71-8bec-3f280477f1ac_png.rf.6076981895d2477bdb9a731e5bd3716f.jpg
"Coryphaenoides acrolepis glides over a rocky substrate, displaying a slender body with a pale coloration and a hint of pink along its fins.",src/data/Fathomnet-by-Phylum-2/train/images/3b4fe0b2-0959-4b71-8bec-3f280477f1ac_png.rf.b2cdbe50d43e30b2c3a02edefffaf0d7.jpg
"Coryphaenoides acrolepis glides over a rocky substrate, displaying a slender body with a pale coloration and a hint of pink along its fins.",src/data/Fathomnet-by-Phylum-2/train/images/3b4fe0b2-0959-4b71-8bec-3f280477f1ac_png.rf.fa226b2474e4609df4b570bf1be4d403.jpg
"Paragorgia arborea exhibits a vibrant pink coloration with a bushy texture, situated on a rocky seafloor.",src/data/Fathomnet-by-Phylum-2/train/images/3c9798e8-18b7-48e8-89fd-a302c7cb1617_png.rf.6854974d3a1146c29e334495f778caa4.jpg
"Paragorgia arborea exhibits a vibrant pink coloration with a bushy texture, situated on a rocky seafloor.",src/data/Fathomnet-by-Phylum-2/train/images/3c9798e8-18b7-48e8-89fd-a302c7cb1617_png.rf.38d325c56714c4dbbfd9aabb2827a8a6.jpg
"Paragorgia arborea exhibits a vibrant pink coloration with a bushy texture, situated on a rocky seafloor.",src/data/Fathomnet-by-Phylum-2/train/images/3c9798e8-18b7-48e8-89fd-a302c7cb1617_png.rf.93a0f1fffc280815c691019a46410002.jpg
"Textured, dark seafloor featuring rocky outcrops and patches of silt, with a single Coryphaenoides acrolepis resting nearby.",src/data/Fathomnet-by-Phylum-2/train/images/3e00f514-e264-4573-9b01-b754fd66cee2_png.rf.26597d0f2fbc64a8afaef448a0ae64d1.jpg
"Textured, dark seafloor featuring rocky outcrops and patches of silt, with a single Coryphaenoides acrolepis resting nearby.",src/data/Fathomnet-by-Phylum-2/train/images/3e00f514-e264-4573-9b01-b754fd66cee2_png.rf.a9cf8f875f080c0466575de34f7e156a.jpg
"Textured, dark seafloor featuring rocky outcrops and patches of silt, with a single Coryphaenoides acrolepis resting nearby.",src/data/Fathomnet-by-Phylum-2/train/images/3e00f514-e264-4573-9b01-b754fd66cee2_png.rf.15ce8cdb432e74974665dfe41c4e3553.jpg
"Coryphaenoides sp. glides over a rocky substrate, surrounded by silt and faint particles suspended in the water column.",src/data/Fathomnet-by-Phylum-2/train/images/3e01dbd5-ff56-4996-bf65-b0b72e196f11_png.rf.783d0dc6ecf8bc7e52bffc217122db1d.jpg
"Coryphaenoides sp. glides over a rocky substrate, surrounded by silt and faint particles suspended in the water column.",src/data/Fathomnet-by-Phylum-2/train/images/3e01dbd5-ff56-4996-bf65-b0b72e196f11_png.rf.ded206ea3a263dd267e77998f97b26bc.jpg
"Coryphaenoides sp. glides over a rocky substrate, surrounded by silt and faint particles suspended in the water column.",src/data/Fathomnet-by-Phylum-2/train/images/3e01dbd5-ff56-4996-bf65-b0b72e196f11_png.rf.27f9dd1d9648bc05bdfe16c0ec5563bc.jpg
"On a rugged basalt rock, a solitary Solasteridae displays its textured arms against the dark, uneven substrate.",src/data/Fathomnet-by-Phylum-2/train/images/3e0f92d9-b8c3-4c0b-9865-fa0ff39bcb36_png.rf.1353a6befcfcbf0fccb4b9d158c3d273.jpg
"On a rugged basalt rock, a solitary Solasteridae displays its textured arms against the dark, uneven substrate.",src/data/Fathomnet-by-Phylum-2/train/images/3e0f92d9-b8c3-4c0b-9865-fa0ff39bcb36_png.rf.c91addf94a04e1de7919ff3645ea9e0f.jpg
"On a rugged basalt rock, a solitary Solasteridae displays its textured arms against the dark, uneven substrate.",src/data/Fathomnet-by-Phylum-2/train/images/3e0f92d9-b8c3-4c0b-9865-fa0ff39bcb36_png.rf.14b2f6834aef0dfa608d31c135ab9f06.jpg
"A pale Hymenaster rests on a rocky seafloor, surrounded by textured stones and silt, exhibiting its star-shaped body.",src/data/Fathomnet-by-Phylum-2/train/images/409c6b1d-9dc8-42a4-b4d6-6a8d792d3b77_png.rf.baae98f1d81db6f1347b85dee9f4a1e0.jpg
"A pale Hymenaster rests on a rocky seafloor, surrounded by textured stones and silt, exhibiting its star-shaped body.",src/data/Fathomnet-by-Phylum-2/train/images/409c6b1d-9dc8-42a4-b4d6-6a8d792d3b77_png.rf.407e39ac749dbfd62e355d86ced7114f.jpg
"A pale Hymenaster rests on a rocky seafloor, surrounded by textured stones and silt, exhibiting its star-shaped body.",src/data/Fathomnet-by-Phylum-2/train/images/409c6b1d-9dc8-42a4-b4d6-6a8d792d3b77_png.rf.78a481953196ed6be3e06d64018dc1d6.jpg
"A dark, flattened Bathyraja spinosissima rests on a rocky seafloor, blending with the textured surface beneath.",src/data/Fathomnet-by-Phylum-2/train/images/40a3cdab-8638-4320-a507-aa42a4b10a0d_png.rf.ae95d7fc919af0fd81d5ea1d3a047b73.jpg
"A dark, flattened Bathyraja spinosissima rests on a rocky seafloor, blending with the textured surface beneath.",src/data/Fathomnet-by-Phylum-2/train/images/40a3cdab-8638-4320-a507-aa42a4b10a0d_png.rf.6f7a715b662cb3980ab79de2f3719a20.jpg
"A dark, flattened Bathyraja spinosissima rests on a rocky seafloor, blending with the textured surface beneath.",src/data/Fathomnet-by-Phylum-2/train/images/40a3cdab-8638-4320-a507-aa42a4b10a0d_png.rf.30d9a9d30b5770d8e8b07c9f13ab2663.jpg
"Across a rocky seafloor, a Bathyraja spinosissima glides over the textured surface, while Pannychia moseleyi rests nearby.",src/data/Fathomnet-by-Phylum-2/train/images/4141783d-2a0c-496d-a563-72c17abe9f09_png.rf.f395bec5e720acb97bafd033ee7ddc29.jpg
"Across a rocky seafloor, a Bathyraja spinosissima glides over the textured surface, while Pannychia moseleyi rests nearby.",src/data/Fathomnet-by-Phylum-2/train/images/4141783d-2a0c-496d-a563-72c17abe9f09_png.rf.c35fbdbf2736fecb0b6f36752327717a.jpg
"Across a rocky seafloor, a Bathyraja spinosissima glides over the textured surface, while Pannychia moseleyi rests nearby.",src/data/Fathomnet-by-Phylum-2/train/images/4141783d-2a0c-496d-a563-72c17abe9f09_png.rf.cd21e9d74af7d7769129983a64154270.jpg
"Atop a rugged rock ledge, a single Coryphaenoides acrolepis glides through the dark waters, its elongated body contrasting against the textured substrate.",src/data/Fathomnet-by-Phylum-2/train/images/42885d57-10c6-4cda-ac27-12a023133b24_png.rf.11d0f421c3b6b889cdc27bf3ee39c267.jpg
"Atop a rugged rock ledge, a single Coryphaenoides acrolepis glides through the dark waters, its elongated body contrasting against the textured substrate.",src/data/Fathomnet-by-Phylum-2/train/images/42885d57-10c6-4cda-ac27-12a023133b24_png.rf.99c3469b1209aa2b82ad9d9ee88cfb92.jpg
"Atop a rugged rock ledge, a single Coryphaenoides acrolepis glides through the dark waters, its elongated body contrasting against the textured substrate.",src/data/Fathomnet-by-Phylum-2/train/images/42885d57-10c6-4cda-ac27-12a023133b24_png.rf.20c7cdc2c0a5b81d5d86481a02d4a130.jpg
"A dark-colored Antimora microlepis swims above a rocky seafloor, surrounded by textured rocks and patches of soft sediment.",src/data/Fathomnet-by-Phylum-2/train/images/438aea1e-b1e2-4c67-a1c3-6599ca8b5e3f_png.rf.9fd1214edbeb219f74d4223ecb59379e.jpg
"A dark-colored Antimora microlepis swims above a rocky seafloor, surrounded by textured rocks and patches of soft sediment.",src/data/Fathomnet-by-Phylum-2/train/images/438aea1e-b1e2-4c67-a1c3-6599ca8b5e3f_png.rf.0d0b5c315e7197b5e2b7ae1f20cc1934.jpg
"A dark-colored Antimora microlepis swims above a rocky seafloor, surrounded by textured rocks and patches of soft sediment.",src/data/Fathomnet-by-Phylum-2/train/images/438aea1e-b1e2-4c67-a1c3-6599ca8b5e3f_png.rf.55aebd69f07c03654c3af7955b2754ed.jpg
"Ceriantharia exhibit long, slender tentacles radiating from a central body, resting on a rocky seafloor interspersed with silt.",src/data/Fathomnet-by-Phylum-2/train/images/43af30ec-c448-4b1d-8152-369887e63f9b_png.rf.98b799d354b28681b577c8123bfe3e8c.jpg
"Ceriantharia exhibit long, slender tentacles radiating from a central body, resting on a rocky seafloor interspersed with silt.",src/data/Fathomnet-by-Phylum-2/train/images/43af30ec-c448-4b1d-8152-369887e63f9b_png.rf.c036ce3943a92bffda7bb3ba169272aa.jpg
"Ceriantharia exhibit long, slender tentacles radiating from a central body, resting on a rocky seafloor interspersed with silt.",src/data/Fathomnet-by-Phylum-2/train/images/43af30ec-c448-4b1d-8152-369887e63f9b_png.rf.9d14b2b72cc248c05f238b0995fbd5cb.jpg
"Translucent, bell-shaped Poralia rufescens drifts through the dark blue water, surrounded by fine particles suspended in the ocean.",src/data/Fathomnet-by-Phylum-2/train/images/4508d313-082c-4c4d-b981-b6d0f194ef1f_png.rf.fb378c70c10cbf20bc16f34cf1363ee7.jpg
"Translucent, bell-shaped Poralia rufescens drifts through the dark blue water, surrounded by fine particles suspended in the ocean.",src/data/Fathomnet-by-Phylum-2/train/images/4508d313-082c-4c4d-b981-b6d0f194ef1f_png.rf.2092913d27b325920915e07a7990d842.jpg
"Translucent, bell-shaped Poralia rufescens drifts through the dark blue water, surrounded by fine particles suspended in the ocean.",src/data/Fathomnet-by-Phylum-2/train/images/4508d313-082c-4c4d-b981-b6d0f194ef1f_png.rf.ca46741afdb9a2b6a895c435740cdd74.jpg
"A Coryphaenoides swims above a rocky seafloor, displaying a streamlined body and a silvery sheen against the dark background.",src/data/Fathomnet-by-Phylum-2/train/images/45f8e621-4357-4a62-b3de-c6bb997d8b88_png.rf.11aa7a8b77e263129d8326f193281967.jpg
"A Coryphaenoides swims above a rocky seafloor, displaying a streamlined body and a silvery sheen against the dark background.",src/data/Fathomnet-by-Phylum-2/train/images/45f8e621-4357-4a62-b3de-c6bb997d8b88_png.rf.6b8b7e9ac92f75b50e205cc16026aec4.jpg
"A Coryphaenoides swims above a rocky seafloor, displaying a streamlined body and a silvery sheen against the dark background.",src/data/Fathomnet-by-Phylum-2/train/images/45f8e621-4357-4a62-b3de-c6bb997d8b88_png.rf.f0cb1b2f6c85273c78296b483efa70db.jpg
"Synallactes inhabit rocky substrates, displaying a dark, textured body against the backdrop of smooth, sandy seafloor.",src/data/Fathomnet-by-Phylum-2/train/images/4666969d-a6a6-4e12-848b-79e0d39fec67_png.rf.34cc0bfd147fc655ae42dda220bbd18b.jpg
"Synallactes inhabit rocky substrates, displaying a dark, textured body against the backdrop of smooth, sandy seafloor.",src/data/Fathomnet-by-Phylum-2/train/images/4666969d-a6a6-4e12-848b-79e0d39fec67_png.rf.f972529fc3347799ab6cb1cb6dfc6b99.jpg
"Synallactes inhabit rocky substrates, displaying a dark, textured body against the backdrop of smooth, sandy seafloor.",src/data/Fathomnet-by-Phylum-2/train/images/4666969d-a6a6-4e12-848b-79e0d39fec67_png.rf.d3a229a3a4aea3efd38670480227ab59.jpg
"Textured rock substrate supports a solitary Synallactes, blending with the surrounding dark silt and smooth stones in the deep-sea environment.",src/data/Fathomnet-by-Phylum-2/train/images/4691de51-2cf2-4b2f-8d1f-0b694005565a_png.rf.c46477081e6ef26e86c572c40adad3b8.jpg
"Textured rock substrate supports a solitary Synallactes, blending with the surrounding dark silt and smooth stones in the deep-sea environment.",src/data/Fathomnet-by-Phylum-2/train/images/4691de51-2cf2-4b2f-8d1f-0b694005565a_png.rf.62ff5a37b6d3892d72a790268c8c7d1e.jpg
"Textured rock substrate supports a solitary Synallactes, blending with the surrounding dark silt and smooth stones in the deep-sea environment.",src/data/Fathomnet-by-Phylum-2/train/images/4691de51-2cf2-4b2f-8d1f-0b694005565a_png.rf.d707c47b83c2a685c4c951228bdb0479.jpg
"Synallactes sp. exhibits a slender, elongated body with a purple hue, resting on a rocky seafloor interspersed with patches of silt.",src/data/Fathomnet-by-Phylum-2/train/images/46c88442-5c0c-49f7-851b-6e198cf53f35_png.rf.19b59a1b62da7b3f22edd1f5b18e8858.jpg
"Synallactes sp. exhibits a slender, elongated body with a purple hue, resting on a rocky seafloor interspersed with patches of silt.",src/data/Fathomnet-by-Phylum-2/train/images/46c88442-5c0c-49f7-851b-6e198cf53f35_png.rf.040cfd92195e6af59536a4b4e3f7c658.jpg
"Synallactes sp. exhibits a slender, elongated body with a purple hue, resting on a rocky seafloor interspersed with patches of silt.",src/data/Fathomnet-by-Phylum-2/train/images/46c88442-5c0c-49f7-851b-6e198cf53f35_png.rf.6161f2b4a2f60f7c1920b64aafaf1b04.jpg
"Textured, brown Ceriantharia with long, wispy tentacles inhabit a rocky seafloor, surrounded by fine silt and scattered debris.",src/data/Fathomnet-by-Phylum-2/train/images/47c9f848-c697-4d15-b899-4a64a987cf53_png.rf.7bb45fb8c7b7a848f48568d963ecfc0b.jpg
"Textured, brown Ceriantharia with long, wispy tentacles inhabit a rocky seafloor, surrounded by fine silt and scattered debris.",src/data/Fathomnet-by-Phylum-2/train/images/47c9f848-c697-4d15-b899-4a64a987cf53_png.rf.bda867bc03728500322104ed861fc977.jpg
"Textured, brown Ceriantharia with long, wispy tentacles inhabit a rocky seafloor, surrounded by fine silt and scattered debris.",src/data/Fathomnet-by-Phylum-2/train/images/47c9f848-c697-4d15-b899-4a64a987cf53_png.rf.a5245a000acdbef32e8ae23d4fb89e1b.jpg
"Silvery Coryphaenoides glides above a rocky seafloor, interspersed with patches of soft mud and silt.",src/data/Fathomnet-by-Phylum-2/train/images/49ab0849-5b50-416e-8352-a8974bd672f2_png.rf.38a603097d8c6c3c0fadc4a3c3f1eeab.jpg
"Silvery Coryphaenoides glides above a rocky seafloor, interspersed with patches of soft mud and silt.",src/data/Fathomnet-by-Phylum-2/train/images/49ab0849-5b50-416e-8352-a8974bd672f2_png.rf.97e8f1fbc77d63fd320ab17b48305a7c.jpg
"Silvery Coryphaenoides glides above a rocky seafloor, interspersed with patches of soft mud and silt.",src/data/Fathomnet-by-Phylum-2/train/images/49ab0849-5b50-416e-8352-a8974bd672f2_png.rf.acc8f37b10ff1048f88a8f559ee4cfd4.jpg
"Across a rugged talus substrate, a slender Coryphaenoides glides among the dark, angular rocks, showcasing its elongated body and streamlined shape.",src/data/Fathomnet-by-Phylum-2/train/images/49f8eddb-5ee3-40ed-b536-89a52172563f_png.rf.08e9176440ae877242c969434728bd6a.jpg
"Across a rugged talus substrate, a slender Coryphaenoides glides among the dark, angular rocks, showcasing its elongated body and streamlined shape.",src/data/Fathomnet-by-Phylum-2/train/images/49f8eddb-5ee3-40ed-b536-89a52172563f_png.rf.f755bf8ef424a3628dfa16062801eca4.jpg
"Across a rugged talus substrate, a slender Coryphaenoides glides among the dark, angular rocks, showcasing its elongated body and streamlined shape.",src/data/Fathomnet-by-Phylum-2/train/images/49f8eddb-5ee3-40ed-b536-89a52172563f_png.rf.792f8de49a46cbe94912bf82c883fc7c.jpg
"On a rocky seafloor, a Bathyraja spinosissima displays a flattened body with a pale coloration and distinctive patterns along its edges.",src/data/Fathomnet-by-Phylum-2/train/images/4a2934fb-4ae3-4c14-8eaa-7f56dbfc407d_png.rf.65ef38bb233b70d2b180f06e0c79cab1.jpg
"On a rocky seafloor, a Bathyraja spinosissima displays a flattened body with a pale coloration and distinctive patterns along its edges.",src/data/Fathomnet-by-Phylum-2/train/images/4a2934fb-4ae3-4c14-8eaa-7f56dbfc407d_png.rf.1145f2d32aed837aead4af4d405c160b.jpg
"On a rocky seafloor, a Bathyraja spinosissima displays a flattened body with a pale coloration and distinctive patterns along its edges.",src/data/Fathomnet-by-Phylum-2/train/images/4a2934fb-4ae3-4c14-8eaa-7f56dbfc407d_png.rf.d30f2d93f03dff5e43bfc6931362633c.jpg
"Antimora microlepis swims over a rocky substrate, displaying a dark coloration with lighter patches against the textured seafloor.",src/data/Fathomnet-by-Phylum-2/train/images/4a4deb91-5e33-4766-bf14-d419d764e2aa_png.rf.2cc7a972a701cd3086574832cbcba54a.jpg
"Antimora microlepis swims over a rocky substrate, displaying a dark coloration with lighter patches against the textured seafloor.",src/data/Fathomnet-by-Phylum-2/train/images/4a4deb91-5e33-4766-bf14-d419d764e2aa_png.rf.e365f264888aea2d08de82284c8194a2.jpg
"Antimora microlepis swims over a rocky substrate, displaying a dark coloration with lighter patches against the textured seafloor.",src/data/Fathomnet-by-Phylum-2/train/images/4a4deb91-5e33-4766-bf14-d419d764e2aa_png.rf.f4808f50699b3db82bc54285ec54888f.jpg
"On a rugged basalt rock, a pink Synallactes rests, showcasing its elongated, smooth body against the dark, textured substrate.",src/data/Fathomnet-by-Phylum-2/train/images/4b9431dc-ff07-4eac-992b-24c27e7bb828_png.rf.ee6417b588a18187ec5239ae6f83987b.jpg
"On a rugged basalt rock, a pink Synallactes rests, showcasing its elongated, smooth body against the dark, textured substrate.",src/data/Fathomnet-by-Phylum-2/train/images/4b9431dc-ff07-4eac-992b-24c27e7bb828_png.rf.11c72069e7aa46d0e237a72212514cdd.jpg
"On a rugged basalt rock, a pink Synallactes rests, showcasing its elongated, smooth body against the dark, textured substrate.",src/data/Fathomnet-by-Phylum-2/train/images/4b9431dc-ff07-4eac-992b-24c27e7bb828_png.rf.0a1611dbeac26bfff48a577ab7697fa0.jpg
"A dark-colored Antimora microlepis swims above a sandy seafloor, with faint patterns of sediment visible beneath the water's surface.",src/data/Fathomnet-by-Phylum-2/train/images/4bdbddcc-095a-4636-91b4-c500d3763781_png.rf.c08c1cf18ba533fb93a0d960b0b19a5a.jpg
"A dark-colored Antimora microlepis swims above a sandy seafloor, with faint patterns of sediment visible beneath the water's surface.",src/data/Fathomnet-by-Phylum-2/train/images/4bdbddcc-095a-4636-91b4-c500d3763781_png.rf.6caec41690fb7643cd3b9805c12c7d77.jpg
"A dark-colored Antimora microlepis swims above a sandy seafloor, with faint patterns of sediment visible beneath the water's surface.",src/data/Fathomnet-by-Phylum-2/train/images/4bdbddcc-095a-4636-91b4-c500d3763781_png.rf.2753fdf12a9725a1e6c18e1a9dc006fb.jpg
"A Cystechinus giganteus with a rough, spiny texture rests on a sandy seafloor, surrounded by patches of silt and rock.",src/data/Fathomnet-by-Phylum-2/train/images/4caf2603-ce84-40e4-b44c-b2a78b07058d_png.rf.ec156b54101265df6b1b02474dea9182.jpg
"A Cystechinus giganteus with a rough, spiny texture rests on a sandy seafloor, surrounded by patches of silt and rock.",src/data/Fathomnet-by-Phylum-2/train/images/4caf2603-ce84-40e4-b44c-b2a78b07058d_png.rf.cf56dd6b20de112ae1253e6c2ee7b574.jpg
"A Cystechinus giganteus with a rough, spiny texture rests on a sandy seafloor, surrounded by patches of silt and rock.",src/data/Fathomnet-by-Phylum-2/train/images/4caf2603-ce84-40e4-b44c-b2a78b07058d_png.rf.c829f7d56de9f6f2d8ae221fc3de5687.jpg
"A Macrouridae rests on a rugged, uneven rock substrate, surrounded by a muted blue backdrop of deep-sea water.",src/data/Fathomnet-by-Phylum-2/train/images/4cfa4db8-d814-4cf7-8858-097aa1786bcd_png.rf.5531615efa7e1527ebea12cac60d0a76.jpg
"A Macrouridae rests on a rugged, uneven rock substrate, surrounded by a muted blue backdrop of deep-sea water.",src/data/Fathomnet-by-Phylum-2/train/images/4cfa4db8-d814-4cf7-8858-097aa1786bcd_png.rf.7d703d2be732d9e2bb7daf68af903f1c.jpg
"A Macrouridae rests on a rugged, uneven rock substrate, surrounded by a muted blue backdrop of deep-sea water.",src/data/Fathomnet-by-Phylum-2/train/images/4cfa4db8-d814-4cf7-8858-097aa1786bcd_png.rf.f444e53d960e8956a9b6a6390ae641c9.jpg
"A reddish-brown Opisthoteuthis cf. californiana rests on a sandy seafloor, displaying smooth skin and prominent eyes.",src/data/Fathomnet-by-Phylum-2/train/images/4ddd8fc7-b312-492e-9ca5-6d6f5d9c0300_png.rf.4e30583b596fc2eb9e629a00f2a8cae6.jpg
"A reddish-brown Opisthoteuthis cf. californiana rests on a sandy seafloor, displaying smooth skin and prominent eyes.",src/data/Fathomnet-by-Phylum-2/train/images/4ddd8fc7-b312-492e-9ca5-6d6f5d9c0300_png.rf.5eb1b3cbf2d234b943355204f3585fc1.jpg
"A reddish-brown Opisthoteuthis cf. californiana rests on a sandy seafloor, displaying smooth skin and prominent eyes.",src/data/Fathomnet-by-Phylum-2/train/images/4ddd8fc7-b312-492e-9ca5-6d6f5d9c0300_png.rf.269a95c45da586eea5aadf06c4ddab5b.jpg
"Vibrant pink coral, Paragorgia arborea, contrasts against the dark, rocky substrate, showcasing intricate branching structures amidst the surrounding silt.",src/data/Fathomnet-by-Phylum-2/train/images/4e07dacc-7fe1-4573-82a4-bc30418243b0_png.rf.3497674652617a42fec62a147e06cb07.jpg
"Vibrant pink coral, Paragorgia arborea, contrasts against the dark, rocky substrate, showcasing intricate branching structures amidst the surrounding silt.",src/data/Fathomnet-by-Phylum-2/train/images/4e07dacc-7fe1-4573-82a4-bc30418243b0_png.rf.b4a91397990aa401f8e66676723a16fd.jpg
"Vibrant pink coral, Paragorgia arborea, contrasts against the dark, rocky substrate, showcasing intricate branching structures amidst the surrounding silt.",src/data/Fathomnet-by-Phylum-2/train/images/4e07dacc-7fe1-4573-82a4-bc30418243b0_png.rf.fc268f15b4a3fd5f9b6687ba4cad4258.jpg
"Textured, dark rocks cover the seafloor, with a solitary Coryphaenoides blending into the rocky substrate beneath the murky water.",src/data/Fathomnet-by-Phylum-2/train/images/4ebf73c3-a4c4-4018-8b5d-47dc1002d637_png.rf.81abea540cb3aa2094d447b38e04ec3d.jpg
"Textured, dark rocks cover the seafloor, with a solitary Coryphaenoides blending into the rocky substrate beneath the murky water.",src/data/Fathomnet-by-Phylum-2/train/images/4ebf73c3-a4c4-4018-8b5d-47dc1002d637_png.rf.0785c9f1a6017e0449bd3ea7821b5caa.jpg
"Textured, dark rocks cover the seafloor, with a solitary Coryphaenoides blending into the rocky substrate beneath the murky water.",src/data/Fathomnet-by-Phylum-2/train/images/4ebf73c3-a4c4-4018-8b5d-47dc1002d637_png.rf.35d2f99eda5e932f87f5e0c084772f95.jpg
"A dark, elongated Antimora microlepis glides over a sandy seafloor dotted with rocks and silt.",src/data/Fathomnet-by-Phylum-2/train/images/50ae611e-1c2c-47b9-8371-5db5a9895475_png.rf.426c31599ff87bcd37e9d5db1e3ddd42.jpg
